Bankrupt?,current_ratio,debt_ratio,cash_ratio,inventory_turnover,operating_margin_pct,profit_margin_pct,revenue_growth_pct
1,0.0022589633105668,0.207576261450555,0.0001473360247605,0.0001820925974295,0.998969203197885,0.808809360876843,0.0221022783580128
1,0.0060162058776727,0.171176346101521,0.0013839100814699,0.0001906908837719,0.998945978205482,0.809300725667939,0.0220801698690499
1,0.0115425536893801,0.207515796474892,0.0048495417581753,0.0001906908837719,0.998857353483229,0.808387521469543,0.0227600967722855
1,0.004194058676884,0.151464764035432,0.0010106464315761,0.0001906908837719,0.998699747067122,0.808965597694361,0.0220460668531945
1,0.0060224461078124,0.106509054630105,0.000680463559654,0.000163367440506,0.998973131803565,0.809303720206941,0.0220959097225217
1,0.0027400850543368,0.180427487377936,0.0001008563413234,0.0001906908837719,0.998758098416194,0.808770562067159,0.0215649425169015
0,0.004672060305584,0.216101823019016,0.0010503117869961,0.0001620299292972,0.998993121473643,0.808960389800444,0.0221122500924914
0,0.0096573801641804,0.108202073948665,0.0008881219853254,0.0001990980970845,0.999008951443589,0.809361527829423,0.0221143202941026
0,0.0134988658381721,0.058590561417299,0.0131902147956569,0.000304188263492,0.998960768250395,0.809338092306795,0.0221284324318037
0,0.0114745351808575,0.121292741179672,0.0004908833959261,0.0002059767261585,0.999000632043326,0.809320385467476,0.0221183026666678
0,0.0060973288694887,0.103576503310457,0.0003358964624396,0.0001562977384022,0.998978446975956,0.809459696629764,0.0221069560654703
0,0.0086289902371599,0.0943858270097046,0.0022537354878338,0.0001906908837719,0.998975327200857,0.809389129667184,0.022050681348389
0,0.0066308685464319,0.144662454273362,0.0032200408294524,0.0001005044136914,0.999044886630839,0.809344341779496,0.0221465901543329
0,0.0101004365040983,0.106569519605768,0.0056636431787699,0.000106618750646,0.998967007800593,0.809299293497111,0.0221317352725423
0,0.0188592235281637,0.0896393264201711,0.0040087963146452,0.000123624250301,0.999052974936651,0.809456311498717,0.0221663439865013
0,0.0113310098876447,0.0990718626235753,0.0003719079468762,0.0001906908837719,0.999096882882487,0.809395509337233,0.0220941239760937
0,0.0062177653111846,0.0612812528342957,0.0071649135908568,0.0001906908837719,0.998996472343194,0.809761103490226,0.0221624722353963
0,0.016156579854665,0.0787253983130272,0.0016393357266088,0.0001906908837719,0.999118836855405,0.809460738208547,0.0221117285913221
0,0.0072199462716185,0.141336880611906,0.0007745714081234,0.0002770558932559,0.998988615131833,0.809334056189009,0.0220931441860181
0,0.0133584606600291,0.0774858663119388,0.0090001659796179,0.0001906908837719,0.999041651308515,0.809340435859058,0.0220848001673102
0,0.0267194174121142,0.0963509387187471,0.0130333306319023,0.0001419672611649,0.999065454037047,0.80940579492772,0.0220648092891558
0,0.0157590771947669,0.100734649454304,0.0107444011582479,0.0001561066653724,0.9990299810387,0.809370902038474,0.0220799802322611
0,0.0071625361543333,0.146506636031079,0.0026054898883075,0.0001379547275384,0.99905863675072,0.809367126315384,0.0221575890880842
0,0.0051662865326473,0.19303443480364,0.0074057206818274,0.0001471262329703,0.999052397200522,0.809323119611783,0.0221091526916074
0,0.0057160508079538,0.19451582670738,0.0006434377317955,0.0001450244296422,0.999024781413535,0.809331191847355,0.0221515839231051
0,0.006329465430685,0.14674849593373,0.0017621484251645,0.0001906908837719,0.998925064157597,0.808992678742731,0.0220781944858331
0,0.0055637891925454,0.092057925446685,0.0020781549539,0.0002466752815126,0.999099309374231,0.809402800388717,0.0220912004089328
0,0.0218807429618004,0.0360975904707198,0.0145500592102375,0.0001906908837719,0.999111788474626,0.809448760052537,0.0221096425866452
0,0.0155999513262049,0.0895788614445083,0.0008509429954966,0.0001906908837719,0.998982375581636,0.809400066244411,0.0220970001340574
1,0.0042920302900771,0.219608791607461,0.0002211740076755,0.0001284010760468,0.998972554067436,0.809175866411272,0.0221487393712728
1,0.0021235503165356,0.228890165371708,0.0004156641765213,0.0001161724021376,0.998908887545973,0.809222607259179,0.0229509978063606
0,0.0033584918611798,0.208241376182846,0.0008464738411299,0.0001643228056552,0.999014035521528,0.809307105337987,0.0220761874964848
0,0.0087007528837663,0.116848565468452,0.0003863635065499,0.0002753362359874,0.99899993875997,0.80935853329042,0.0220903786495146
0,0.0113859239128739,0.0623393899083955,0.0092128570449155,0.0002976917804777,0.998943551713739,0.809338352701491,0.0220804385211674
0,0.0108211830852322,0.124104362547994,0.0004727246860561,0.0002533628375567,0.998995316870935,0.80931765132317,0.0220955146458783
0,0.0066221322242364,0.122622970644254,0.0003541448892364,0.0001710103616993,0.998973362898017,0.809443812553316,0.0221049174699905
0,0.0060998249615445,0.139281071439369,0.0027354284465611,0.0001906908837719,0.998997396721001,0.809190188119544,0.0220907579230922
0,0.0094932621115066,0.147201983251202,0.0033286712192386,0.0001906908837719,0.999017386391079,0.809317130533778,0.0220593888376088
0,0.0191656188280224,0.0953834991081416,0.0078461916760514,0.0001209492278834,0.998975442748083,0.809315698362951,0.0220945506588685
0,0.0168698381596313,0.0800858602654412,0.0041850225889286,0.0001513298396266,0.998953142133487,0.809343300200712,0.021998262579347
0,0.0084817208058633,0.118874142153158,0.0003601673881329,0.0001906908837719,0.999135706750384,0.8094133463739,0.0221127399875292
0,0.0053977990708297,0.0690207697191402,0.0057674709439315,0.0001906908837719,0.998970820859047,0.809798600326431,0.0220786369716737
0,0.0116854549595789,0.0866463101248602,0.0042850393958995,0.0001906908837719,0.999077470948539,0.809409180058766,0.0220747652205687
0,0.006009965647533,0.137981074462618,0.0009355973381609,0.0001989070240547,0.999027207905279,0.809361918421467,0.0221578103310045
0,0.0104361608856135,0.0911509508117423,0.0063796417146347,0.0001906908837719,0.999062103167496,0.809365173355165,0.0221071298991933
0,0.0212592160398876,0.0942346645705475,0.0037460933578421,0.000164513878685,0.999098153901972,0.809430141831783,0.0221017410537778
0,0.0166988558538039,0.0996765123802038,0.0104250347043708,0.0002245108100521,0.999048353047616,0.809363741184338,0.0221322409706458
0,0.007109494198146,0.141941530368534,0.0032513758992362,0.000128210003017,0.999101735865974,0.80937116243317,0.0221050122883849
0,0.0053129319409299,0.20110650905463,0.0034215819092878,0.0001503744744775,0.999022817110695,0.809341217043145,0.0220896517084908
